0.0000000e+00 0.000000e+00 2.700000e+00 1.000000e+00
1.0000000e-02 1.679567e-05 2.703776e+00 9.999832e-01
2.0000000e-02 5.510330e-05 2.712456e+00 9.999449e-01
3.0000000e-02 1.088050e-04 2.724756e+00 9.998912e-01
4.0000000e-02 1.749098e-04 2.740059e+00 9.998251e-01
5.0000000e-02 2.510969e-04 2.757872e+00 9.997489e-01
6.0000000e-02 3.354738e-04 2.777780e+00 9.996646e-01
7.0000000e-02 4.264534e-04 2.799424e+00 9.995736e-01
8.0000000e-02 5.226822e-04 2.822491e+00 9.994775e-01
9.0000000e-02 6.229947e-04 2.846702e+00 9.993772e-01
1.0000000e-01 7.263815e-04 2.871812e+00 9.992739e-01
1.1000000e-01 8.319662e-04 2.897603e+00 9.991684e-01
1.2000000e-01 9.389875e-04 2.923884e+00 9.990615e-01
1.3000000e-01 1.046785e-03 2.950483e+00 9.989538e-01
1.4000000e-01 1.154786e-03 2.977251e+00 9.988459e-01
1.5000000e-01 1.262499e-03 3.004057e+00 9.987383e-01
1.6000000e-01 1.369500e-03 3.030787e+00 9.986314e-01
1.7000000e-01 1.475427e-03 3.057341e+00 9.985257e-01
1.8000000e-01 1.579976e-03 3.083635e+00 9.984213e-01
1.9000000e-01 1.682889e-03 3.109595e+00 9.983185e-01
2.0000000e-01 1.783955e-03 3.135161e+00 9.982176e-01
2.1000000e-01 1.882998e-03 3.160279e+00 9.981188e-01
2.2000000e-01 1.979880e-03 3.184910e+00 9.980221e-01
2.3000000e-01 2.074491e-03 3.209016e+00 9.979277e-01
2.4000000e-01 2.166747e-03 3.232572e+00 9.978356e-01
2.5000000e-01 2.256588e-03 3.255557e+00 9.977460e-01
2.6000000e-01 2.343976e-03 3.277955e+00 9.976588e-01
2.7000000e-01 2.428888e-03 3.299756e+00 9.975741e-01
2.8000000e-01 2.511317e-03 3.320953e+00 9.974918e-01
2.9000000e-01 2.591268e-03 3.341544e+00 9.974121e-01
3.0000000e-01 2.668760e-03 3.361530e+00 9.973348e-01
3.1000000e-01 2.743820e-03 3.380915e+00 9.972599e-01
3.2000000e-01 2.816480e-03 3.399703e+00 9.971875e-01
3.3000000e-01 2.886784e-03 3.417903e+00 9.971174e-01
3.4000000e-01 2.954776e-03 3.435525e+00 9.970496e-01
3.5000000e-01 3.020509e-03 3.452578e+00 9.969840e-01
3.6000000e-01 3.084036e-03 3.469076e+00 9.969207e-01
3.7000000e-01 3.145414e-03 3.485030e+00 9.968595e-01
3.8000000e-01 3.204702e-03 3.500455e+00 9.968004e-01
3.9000000e-01 3.261961e-03 3.515364e+00 9.967434e-01
4.0000000e-01 3.317250e-03 3.529772e+00 9.966882e-01
4.1000000e-01 3.370632e-03 3.543693e+00 9.966350e-01
4.2000000e-01 3.422168e-03 3.557142e+00 9.965837e-01
4.3000000e-01 3.471918e-03 3.570134e+00 9.965341e-01
4.4000000e-01 3.519944e-03 3.582684e+00 9.964862e-01
4.5000000e-01 3.566304e-03 3.594806e+00 9.964400e-01
4.6000000e-01 3.611058e-03 3.606514e+00 9.963955e-01
4.7000000e-01 3.654262e-03 3.617823e+00 9.963524e-01
4.8000000e-01 3.695972e-03 3.628747e+00 9.963108e-01
